B365L,B365W,Date,L1,L2,L3,L4,L5,Loser,Round,Series,Surface,Tournament,W1,W2,W3,W4,W5,Winner
6.5,1.1,28/08/03,6.0,6.0,2.0,4.0,,Melzer J.,2nd Round,Grand Slam,Hard,US Open,1.0,7.0,6.0,6.0,,Ferrero J.C.
2.625,1.444,29/08/03,7.0,3.0,1.0,6.0,6.0,Nieminen J.,2nd Round,Grand Slam,Hard,US Open,5.0,6.0,6.0,4.0,7.0,Nalbandian D.
3.25,1.333,29/08/03,1.0,5.0,6.0,4.0,,Kiefer N.,2nd Round,Grand Slam,Hard,US Open,6.0,7.0,2.0,6.0,,Schuettler R.
8.0,1.063,30/08/03,3.0,7.0,3.0,6.0,,Ljubicic I.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,7.0,,Roddick A.
5.0,1.14,30/08/03,1.0,0.0,,,,Stepanek R.,3rd Round,Grand Slam,Hard,US Open,6.0,3.0,,,,Hewitt L.
2.5,1.5,31/08/03,5.0,5.0,1.0,,,Chela J.I.,3rd Round,Grand Slam,Hard,US Open,7.0,7.0,6.0,,,Ferrero J.C.
3.5,1.28,01/09/03,3.0,6.0,3.0,,,Blake J.,3rd Round,Grand Slam,Hard,US Open,6.0,7.0,6.0,,,Federer R.
1.364,3.0,04/09/03,6.0,6.0,4.0,3.0,,Federer R.,4th Round,Grand Slam,Hard,US Open,3.0,7.0,6.0,6.0,,Nalbandian D.
3.75,1.25,05/09/03,4.0,3.0,5.0,,,Coria G.,Quarterfinals,Grand Slam,Hard,US Open,6.0,6.0,7.0,,,Agassi A.
1.4,2.75,05/09/03,6.0,3.0,6.0,1.0,,Hewitt L.,Quarterfinals,Grand Slam,Hard,US Open,4.0,6.0,7.0,6.0,,Ferrero J.C.
1.3,3.5,06/09/03,4.0,3.0,6.0,4.0,,Agassi A.,Semifinals,Grand Slam,Hard,US Open,6.0,6.0,3.0,6.0,,Ferrero J.C.
5.5,1.143,06/09/03,7.0,6.0,6.0,1.0,3.0,Nalbandian D.,Semifinals,Grand Slam,Hard,US Open,6.0,3.0,7.0,6.0,6.0,Roddick A.
2.75,1.444,07/09/03,3.0,6.0,3.0,,,Ferrero J.C.,The Final,Grand Slam,Hard,US Open,6.0,7.0,6.0,,,Roddick A.
2.375,1.533,30/08/04,5.0,1.0,3.0,,,Stepanek R.,1st Round,Grand Slam,Hard,US Open,7.0,6.0,6.0,,,Novak J.
5.0,1.143,30/08/04,5.0,3.0,2.0,,,Ferrer D.,1st Round,Grand Slam,Hard,US Open,7.0,6.0,6.0,,,Fish M.
2.375,1.533,31/08/04,6.0,6.0,3.0,2.0,,Monaco J.,1st Round,Grand Slam,Hard,US Open,7.0,4.0,6.0,6.0,,Gaudio G.
2.625,1.444,31/08/04,6.0,7.0,6.0,4.0,4.0,Karlovic I.,1st Round,Grand Slam,Hard,US Open,7.0,6.0,4.0,6.0,6.0,Henman T.
1.143,5.0,31/08/04,6.0,6.0,6.0,6.0,1.0,Schuettler R.,1st Round,Grand Slam,Hard,US Open,3.0,4.0,7.0,7.0,6.0,Seppi A.
1.5330000000000001,2.375,01/09/04,4.0,6.0,7.0,1.0,,Gonzalez F.,1st Round,Grand Slam,Hard,US Open,6.0,7.0,6.0,6.0,,Soderling R.
15.0,1.01,02/09/04,2.0,7.0,3.0,1.0,,Baghdatis M.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,6.0,,Federer R.
1.909,1.8,03/09/04,4.0,4.0,6.0,1.0,,Grosjean S.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,1.0,6.0,,Haas T.
2.2,1.615,03/09/04,3.0,3.0,6.0,4.0,,Clement A.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,3.0,6.0,,Robredo T.
3.4,1.3,03/09/04,5.0,5.0,7.0,6.0,2.0,Kohlschreiber P.,2nd Round,Grand Slam,Hard,US Open,7.0,7.0,6.0,1.0,6.0,Lopez F.
1.5,2.5,03/09/04,1.0,6.0,5.0,4.0,,Soderling R.,2nd Round,Grand Slam,Hard,US Open,6.0,2.0,7.0,6.0,,Davydenko N.
1.5330000000000001,2.375,03/09/04,7.0,4.0,5.0,6.0,4.0,Nalbandian D.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,7.0,2.0,6.0,Youzhny M.
7.0,1.083,04/09/04,0.0,3.0,4.0,,,Nadal R.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Roddick A.
4.5,1.167,04/09/04,4.0,2.0,3.0,,,Novak J.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Agassi A.
1.5330000000000001,2.375,05/09/04,6.0,1.0,3.0,6.0,1.0,Youzhny M.,3rd Round,Grand Slam,Hard,US Open,2.0,6.0,6.0,4.0,6.0,Berdych T.
8.0,1.063,05/09/04,1.0,3.0,3.0,,,Canas G.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Roddick A.
7.5,1.071,06/09/04,1.0,4.0,2.0,,,Lopez F.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Hewitt L.
1.615,2.2,06/09/04,7.0,3.0,1.0,7.0,0.0,Kiefer N.,4th Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,6.0,3.0,Henman T.
3.5,1.286,07/09/04,6.0,1.0,5.0,,,Berdych T.,4th Round,Grand Slam,Hard,US Open,7.0,6.0,7.0,,,Haas T.
8.0,1.063,08/09/04,3.0,2.0,4.0,,,Robredo T.,4th Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Roddick A.
3.0,1.36,09/09/04,3.0,6.0,5.0,6.0,3.0,Agassi A.,Quarterfinals,Grand Slam,Hard,US Open,6.0,2.0,7.0,3.0,6.0,Federer R.
3.0,1.36,09/09/04,2.0,2.0,2.0,,,Haas T.,Quarterfinals,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Hewitt L.
4.33,1.22,11/09/04,3.0,4.0,4.0,,,Henman T.,Semifinals,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Federer R.
3.2,1.36,12/09/04,0.0,6.0,0.0,,,Hewitt L.,The Final,Grand Slam,Hard,US Open,6.0,7.0,6.0,,,Federer R.
3.75,1.25,29/08/05,6.0,6.0,4.0,,,Kohlschreiber P.,1st Round,Grand Slam,Hard,US Open,7.0,7.0,6.0,,,Berdych T.
1.5,2.5,29/08/05,7.0,6.0,3.0,4.0,,Chela J.I.,1st Round,Grand Slam,Hard,US Open,6.0,7.0,6.0,6.0,,Soderling R.
2.5,1.5,30/08/05,6.0,3.0,7.0,6.0,,Fish M.,1st Round,Grand Slam,Hard,US Open,7.0,6.0,5.0,7.0,,Karlovic I.
2.0,1.72,30/08/05,4.0,2.0,2.0,,,Henman T.,1st Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Verdasco F.
1.5,2.5,30/08/05,5.0,6.0,5.0,6.0,5.0,Monfils G.,1st Round,Grand Slam,Hard,US Open,7.0,4.0,7.0,0.0,7.0,Djokovic N.
1.22,4.0,30/08/05,5.0,5.0,1.0,,,Ferrero J.C.,1st Round,Grand Slam,Hard,US Open,7.0,7.0,6.0,,,Clement A.
4.0,1.22,01/09/05,7.0,6.0,3.0,2.0,,Kuerten G.,2nd Round,Grand Slam,Hard,US Open,5.0,7.0,6.0,6.0,,Robredo T.
7.0,1.08,01/09/05,6.0,6.0,6.0,,,Karlovic I.,2nd Round,Grand Slam,Hard,US Open,7.0,7.0,7.0,,,Agassi A.
1.61,2.2,01/09/05,2.0,2.0,6.0,,,Lopez F.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,7.0,,,Soderling R.
3.25,1.33,01/09/05,6.0,2.0,0.0,,,Schuettler R.,2nd Round,Grand Slam,Hard,US Open,7.0,6.0,6.0,,,Haas T.
1.83,1.83,02/09/05,2.0,6.0,6.0,7.0,0.0,Murray A.,2nd Round,Grand Slam,Hard,US Open,6.0,7.0,2.0,6.0,6.0,Clement A.
2.75,1.39,02/09/05,6.0,6.0,4.0,3.0,3.0,Stepanek R.,2nd Round,Grand Slam,Hard,US Open,4.0,4.0,6.0,6.0,6.0,Kiefer N.
2.1,1.66,03/09/05,6.0,6.0,7.0,3.0,2.0,Ljubicic I.,3rd Round,Grand Slam,Hard,US Open,3.0,7.0,6.0,6.0,6.0,Gasquet R.
1.25,3.75,03/09/05,4.0,6.0,3.0,1.0,,Nadal R.,3rd Round,Grand Slam,Hard,US Open,6.0,4.0,6.0,6.0,,Blake J.
2.62,1.44,03/09/05,2.0,7.0,1.0,4.0,,Soderling R.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,6.0,,Coria G.
3.75,1.25,03/09/05,6.0,1.0,4.0,6.0,,Berdych T.,3rd Round,Grand Slam,Hard,US Open,3.0,6.0,6.0,7.0,,Agassi A.
1.44,2.62,04/09/05,4.0,5.0,7.0,6.0,,Grosjean S.,3rd Round,Grand Slam,Hard,US Open,6.0,7.0,6.0,7.0,,Robredo T.
2.75,1.39,04/09/05,1.0,6.0,7.0,4.0,4.0,Djokovic N.,3rd Round,Grand Slam,Hard,US Open,6.0,4.0,6.0,6.0,6.0,Verdasco F.
2.62,1.44,04/09/05,4.0,7.0,4.0,1.0,,Clement A.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,6.0,,Kiefer N.
2.1,1.66,05/09/05,5.0,3.0,0.0,,,Gonzalez F.,3rd Round,Grand Slam,Hard,US Open,7.0,6.0,6.0,,,Nalbandian D.
3.75,1.25,05/09/05,6.0,5.0,2.0,3.0,,Robredo T.,4th Round,Grand Slam,Hard,US Open,4.0,7.0,6.0,6.0,,Blake J.
1.5,2.5,06/09/05,2.0,6.0,3.0,,,Verdasco F.,4th Round,Grand Slam,Hard,US Open,6.0,7.0,6.0,,,Nieminen J.
11.0,1.02,06/09/05,4.0,7.0,3.0,4.0,,Kiefer N.,4th Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,6.0,,Federer R.
2.1,1.66,08/09/05,6.0,6.0,3.0,3.0,6.0,Blake J.,Quarterfinals,Grand Slam,Hard,US Open,3.0,3.0,6.0,6.0,7.0,Agassi A.
7.5,1.08,08/09/05,6.0,1.0,6.0,3.0,1.0,Nieminen J.,Quarterfinals,Grand Slam,Hard,US Open,2.0,6.0,3.0,6.0,6.0,Hewitt L.
8.0,1.07,09/09/05,2.0,4.0,1.0,,,Nalbandian D.,Quarterfinals,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Federer R.
7.5,1.08,10/09/05,3.0,6.0,6.0,3.0,,Hewitt L.,Semifinals,Grand Slam,Hard,US Open,6.0,7.0,4.0,6.0,,Federer R.
6.0,1.12,11/09/05,3.0,6.0,6.0,1.0,,Agassi A.,The Final,Grand Slam,Hard,US Open,6.0,2.0,7.0,6.0,,Federer R.
1.22,4.0,28/08/06,5.0,2.0,5.0,,,Clement A.,1st Round,Grand Slam,Hard,US Open,7.0,6.0,7.0,,,Novak J.
1.25,3.75,28/08/06,3.0,3.0,3.0,,,Ljubicic I.,1st Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Lopez F.
1.72,2.0,28/08/06,7.0,4.0,4.0,4.0,,Chela J.I.,1st Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,6.0,,Wawrinka S.
3.39,1.3,28/08/06,6.0,6.0,1.0,,,Almagro N.,1st Round,Grand Slam,Hard,US Open,7.0,7.0,6.0,,,Ferrer D.
3.5,1.28,29/08/06,4.0,6.0,5.0,,,Karlovic I.,1st Round,Grand Slam,Hard,US Open,6.0,7.0,7.0,,,Soderling R.
2.0,1.72,30/08/06,4.0,4.0,2.0,,,Seppi A.,1st Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Gaudio G.
9.0,1.04,30/08/06,3.0,5.0,6.0,,,Monaco J.,1st Round,Grand Slam,Hard,US Open,6.0,7.0,7.0,,,Blake J.
1.57,2.25,31/08/06,7.0,6.0,6.0,0.0,1.0,Soderling R.,2nd Round,Grand Slam,Hard,US Open,6.0,2.0,7.0,6.0,6.0,Wawrinka S.
5.5,1.12,31/08/06,0.0,2.0,3.0,,,Simon G.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Gasquet R.
2.37,1.53,31/08/06,6.0,4.0,6.0,6.0,,Fish M.,2nd Round,Grand Slam,Hard,US Open,7.0,6.0,3.0,7.0,,Djokovic N.
1.39,2.75,01/09/06,4.0,4.0,6.0,7.0,5.0,Baghdatis M.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,3.0,5.0,7.0,Agassi A.
15.0,1.01,01/09/06,3.0,4.0,5.0,,,Henman T.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,7.0,,,Federer R.
2.2,1.61,01/09/06,6.0,6.0,4.0,,,Mathieu P.H.,2nd Round,Grand Slam,Hard,US Open,7.0,7.0,6.0,,,Moya C.
1.8,1.9,03/09/06,3.0,5.0,6.0,6.0,6.0,Nalbandian D.,2nd Round,Grand Slam,Hard,US Open,6.0,7.0,2.0,3.0,7.0,Safin M.
2.75,1.39,03/09/06,3.0,4.0,2.0,,,Wawrinka S.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Robredo T.
1.44,2.62,03/09/06,6.0,4.0,5.0,4.0,,Ferrer D.,3rd Round,Grand Slam,Hard,US Open,4.0,6.0,7.0,6.0,,Youzhny M.
2.1,1.66,03/09/06,3.0,1.0,2.0,,,Djokovic N.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Hewitt L.
5.5,1.12,03/09/06,7.0,3.0,4.0,7.0,2.0,Verdasco F.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,6.0,6.0,Roddick A.
1.9,1.8,03/09/06,3.0,6.0,6.0,3.0,2.0,Gonzalez F.,3rd Round,Grand Slam,Hard,US Open,6.0,3.0,2.0,6.0,6.0,Murray A.
3.0,1.36,04/09/06,4.0,6.0,6.0,3.0,,Moya C.,3rd Round,Grand Slam,Hard,US Open,6.0,7.0,2.0,6.0,,Blake J.
9.0,1.04,04/09/06,1.0,6.0,4.0,,,Novak J.,4th Round,Grand Slam,Hard,US Open,6.0,7.0,6.0,,,Nadal R.
1.39,2.75,04/09/06,2.0,0.0,1.0,,,Robredo T.,4th Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Youzhny M.
2.0,1.72,05/09/06,4.0,4.0,6.0,6.0,3.0,Gasquet R.,4th Round,Grand Slam,Hard,US Open,6.0,6.0,4.0,3.0,6.0,Hewitt L.
1.5,2.5,06/09/06,6.0,3.0,6.0,2.0,6.0,Safin M.,4th Round,Grand Slam,Hard,US Open,4.0,6.0,2.0,6.0,7.0,Haas T.
1.72,2.0,06/09/06,1.0,7.0,3.0,0.0,,Murray A.,4th Round,Grand Slam,Hard,US Open,6.0,5.0,6.0,6.0,,Davydenko N.
2.5,1.5,06/09/06,4.0,3.0,1.0,,,Berdych T.,4th Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Blake J.
1.12,5.5,06/09/06,3.0,7.0,6.0,1.0,,Nadal R.,Quarterfinals,Grand Slam,Hard,US Open,6.0,5.0,7.0,6.0,,Youzhny M.
2.5,1.5,07/09/06,3.0,5.0,4.0,,,Hewitt L.,Quarterfinals,Grand Slam,Hard,US Open,6.0,7.0,6.0,,,Roddick A.
2.37,1.53,07/09/06,6.0,7.0,3.0,4.0,4.0,Haas T.,Quarterfinals,Grand Slam,Hard,US Open,4.0,6.0,6.0,6.0,6.0,Davydenko N.
7.0,1.08,08/09/06,6.0,0.0,7.0,4.0,,Blake J.,Quarterfinals,Grand Slam,Hard,US Open,7.0,6.0,6.0,6.0,,Federer R.
10.0,1.05,09/09/06,1.0,5.0,4.0,,,Davydenko N.,Semifinals,Grand Slam,Hard,US Open,6.0,7.0,6.0,,,Federer R.
3.75,1.28,09/09/06,7.0,0.0,6.0,3.0,,Youzhny M.,Semifinals,Grand Slam,Hard,US Open,6.0,6.0,7.0,6.0,,Roddick A.
6.0,1.12,10/09/06,2.0,6.0,5.0,1.0,,Roddick A.,The Final,Grand Slam,Hard,US Open,6.0,4.0,7.0,6.0,,Federer R.
1.36,3.0,27/08/07,3.0,4.0,4.0,,,Ferrero J.C.,1st Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Lopez F.
1.5,2.5,27/08/07,7.0,6.0,6.0,4.0,,Nieminen J.,1st Round,Grand Slam,Hard,US Open,6.0,7.0,7.0,6.0,,Isner J.
1.57,2.25,27/08/07,6.0,6.0,4.0,3.0,3.0,Mathieu P.H.,1st Round,Grand Slam,Hard,US Open,3.0,1.0,6.0,6.0,6.0,Verdasco F.
1.61,2.2,28/08/07,6.0,4.0,6.0,7.0,4.0,Karlovic I.,1st Round,Grand Slam,Hard,US Open,7.0,6.0,4.0,6.0,6.0,Clement A.
2.37,1.53,30/08/07,0.0,4.0,3.0,,,Simon G.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Verdasco F.
3.0,1.36,30/08/07,2.0,2.0,2.0,,,Kiefer N.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Davydenko N.
2.62,1.44,31/08/07,3.0,1.0,4.0,,,Melzer J.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Del Potro J.M.
7.0,1.08,31/08/07,7.0,6.0,7.0,5.0,6.0,Stepanek R.,2nd Round,Grand Slam,Hard,US Open,6.0,7.0,5.0,7.0,7.0,Djokovic N.
1.57,2.25,31/08/07,3.0,3.0,3.0,,,Safin M.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Wawrinka S.
2.1,1.66,31/08/07,4.0,6.0,4.0,7.0,4.0,Fish M.,2nd Round,Grand Slam,Hard,US Open,6.0,3.0,6.0,6.0,6.0,Robredo T.
1.25,3.75,31/08/07,6.0,4.0,3.0,3.0,,Youzhny M.,2nd Round,Grand Slam,Hard,US Open,3.0,6.0,6.0,6.0,,Kohlschreiber P.
2.0,1.72,31/08/07,6.0,6.0,5.0,4.0,,Henman T.,2nd Round,Grand Slam,Hard,US Open,7.0,2.0,7.0,6.0,,Tsonga J.W.
3.5,1.28,31/08/07,2.0,3.0,2.0,,,Tipsarevic J.,2nd Round,Grand Slam,Hard,US Open,6.0,6.0,3.0,,,Nadal R.
4.5,1.16,01/09/07,5.0,0.0,5.0,,,Almagro N.,3rd Round,Grand Slam,Hard,US Open,7.0,6.0,7.0,,,Davydenko N.
2.62,1.44,01/09/07,2.0,4.0,6.0,6.0,3.0,Grosjean S.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,3.0,4.0,6.0,Haas T.
3.0,1.36,01/09/07,6.0,1.0,6.0,,,Verdasco F.,3rd Round,Grand Slam,Hard,US Open,7.0,6.0,7.0,,,Berdych T.
13.0,1.01,01/09/07,7.0,2.0,4.0,2.0,,Isner J.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,6.0,,Federer R.
1.36,3.0,02/09/07,4.0,7.0,6.0,3.0,3.0,Ljubicic I.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,2.0,6.0,6.0,Chela J.I.
1.8,1.9,02/09/07,3.0,6.0,6.0,6.0,5.0,Nalbandian D.,3rd Round,Grand Slam,Hard,US Open,6.0,3.0,4.0,7.0,7.0,Ferrer D.
4.5,1.16,02/09/07,6.0,2.0,1.0,,,Tsonga J.W.,3rd Round,Grand Slam,Hard,US Open,7.0,6.0,6.0,,,Nadal R.
2.62,1.44,02/09/07,6.0,5.0,6.0,6.0,4.0,Kohlschreiber P.,3rd Round,Grand Slam,Hard,US Open,4.0,7.0,7.0,4.0,6.0,Moya C.
4.5,1.16,02/09/07,1.0,3.0,4.0,,,Del Potro J.M.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Djokovic N.
3.0,1.36,03/09/07,6.0,0.0,,,,Berdych T.,4th Round,Grand Slam,Hard,US Open,7.0,2.0,,,,Roddick A.
1.5,2.5,03/09/07,6.0,4.0,6.0,0.0,6.0,Blake J.,4th Round,Grand Slam,Hard,US Open,4.0,6.0,3.0,6.0,7.0,Haas T.
15.0,1.01,03/09/07,6.0,4.0,1.0,4.0,,Lopez F.,4th Round,Grand Slam,Hard,US Open,3.0,6.0,6.0,6.0,,Federer R.
1.57,2.25,03/09/07,6.0,2.0,6.0,6.0,4.0,Wawrinka S.,4th Round,Grand Slam,Hard,US Open,4.0,6.0,7.0,1.0,6.0,Chela J.I.
7.0,1.08,04/09/07,5.0,6.0,7.0,1.0,,Monaco J.,4th Round,Grand Slam,Hard,US Open,7.0,7.0,6.0,6.0,,Djokovic N.
1.14,5.0,04/09/07,7.0,4.0,6.0,2.0,,Nadal R.,4th Round,Grand Slam,Hard,US Open,6.0,6.0,7.0,6.0,,Ferrer D.
2.75,1.44,05/09/07,3.0,3.0,4.0,,,Haas T.,Quarterfinals,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Davydenko N.
8.5,1.06,05/09/07,6.0,6.0,2.0,,,Roddick A.,Quarterfinals,Grand Slam,Hard,US Open,7.0,7.0,6.0,,,Federer R.
4.0,1.25,05/09/07,2.0,3.0,5.0,,,Chela J.I.,Quarterfinals,Grand Slam,Hard,US Open,6.0,6.0,7.0,,,Ferrer D.
4.5,1.19,07/09/07,4.0,6.0,1.0,,,Moya C.,Quarterfinals,Grand Slam,Hard,US Open,6.0,7.0,6.0,,,Djokovic N.
3.5,1.3,08/09/07,4.0,4.0,3.0,,,Ferrer D.,Semifinals,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Djokovic N.
8.0,1.07,08/09/07,5.0,1.0,5.0,,,Davydenko N.,Semifinals,Grand Slam,Hard,US Open,7.0,6.0,7.0,,,Federer R.
4.5,1.2,09/09/07,6.0,6.0,4.0,,,Djokovic N.,The Final,Grand Slam,Hard,US Open,7.0,7.0,6.0,,,Federer R.
1.57,2.25,25/08/08,2.0,2.0,7.0,2.0,,Monaco J.,1st Round,Grand Slam,Hard,US Open,6.0,6.0,5.0,6.0,,Nishikori K.
2.0,1.72,25/08/08,6.0,6.0,2.0,6.0,4.0,Lopez F.,1st Round,Grand Slam,Hard,US Open,4.0,7.0,6.0,2.0,6.0,Melzer J.
5.0,1.14,25/08/08,6.0,6.0,4.0,1.0,,Canas G.,1st Round,Grand Slam,Hard,US Open,4.0,7.0,6.0,6.0,,Del Potro J.M.
1.53,2.37,26/08/08,7.0,4.0,7.0,5.0,2.0,Gasquet R.,1st Round,Grand Slam,Hard,US Open,6.0,6.0,5.0,7.0,6.0,Haas T.
4.0,1.22,26/08/08,7.0,6.0,3.0,2.0,,Grosjean S.,1st Round,Grand Slam,Hard,US Open,6.0,7.0,6.0,6.0,,Mathieu P.H.
4.5,1.16,27/08/08,6.0,5.0,3.0,7.0,2.0,Benneteau J.,1st Round,Grand Slam,Hard,US Open,4.0,7.0,6.0,6.0,6.0,Cilic M.
13.0,1.01,27/08/08,3.0,3.0,4.0,,,Clement A.,1st Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Djokovic N.
1.61,2.2,28/08/08,2.0,6.0,3.0,4.0,,Mathieu P.H.,2nd Round,Grand Slam,Hard,US Open,6.0,3.0,6.0,6.0,,Fish M.
2.1,1.66,29/08/08,6.0,6.0,4.0,0.0,,Safin M.,2nd Round,Grand Slam,Hard,US Open,4.0,7.0,6.0,6.0,,Robredo T.
2.2,1.61,29/08/08,6.0,3.0,4.0,4.0,,Moya C.,2nd Round,Grand Slam,Hard,US Open,4.0,6.0,6.0,6.0,,Tsonga J.W.
6.0,1.11,30/08/08,7.0,6.0,6.0,1.0,3.0,Melzer J.,3rd Round,Grand Slam,Hard,US Open,6.0,4.0,7.0,6.0,6.0,Murray A.
1.57,2.25,30/08/08,3.0,4.0,2.0,,,Nalbandian D.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Monfils G.
2.62,1.44,30/08/08,4.0,7.0,1.0,6.0,3.0,Simon G.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,3.0,6.0,Del Potro J.M.
1.28,3.5,30/08/08,4.0,4.0,6.0,6.0,5.0,Ferrer D.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,3.0,2.0,7.0,Nishikori K.
1.38,2.87,31/08/08,3.0,3.0,6.0,,,Blake J.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,7.0,,,Fish M.
5.5,1.12,31/08/08,3.0,3.0,2.0,,,Stepanek R.,3rd Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Federer R.
5.5,1.12,31/08/08,2.0,5.0,6.0,,,Seppi A.,3rd Round,Grand Slam,Hard,US Open,6.0,7.0,7.0,,,Roddick A.
1.57,2.25,31/08/08,6.0,2.0,3.0,,,Tsonga J.W.,3rd Round,Grand Slam,Hard,US Open,7.0,6.0,6.0,,,Robredo T.
3.25,1.33,01/09/08,5.0,4.0,7.0,1.0,,Nieminen J.,3rd Round,Grand Slam,Hard,US Open,7.0,6.0,6.0,6.0,,Gonzalez F.
5.5,1.12,01/09/08,7.0,5.0,4.0,6.0,,Cilic M.,3rd Round,Grand Slam,Hard,US Open,6.0,7.0,6.0,7.0,,Djokovic N.
1.53,2.37,01/09/08,5.0,2.0,2.0,,,Monfils G.,4th Round,Grand Slam,Hard,US Open,7.0,6.0,6.0,,,Fish M.
4.0,1.22,01/09/08,3.0,4.0,3.0,,,Nishikori K.,4th Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Del Potro J.M.
3.25,1.33,02/09/08,1.0,3.0,3.0,,,Wawrinka S.,4th Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Murray A.
7.5,1.07,02/09/08,6.0,2.0,3.0,7.0,3.0,Robredo T.,4th Round,Grand Slam,Hard,US Open,4.0,6.0,6.0,5.0,6.0,Djokovic N.
2.87,1.38,03/09/08,2.0,4.0,1.0,,,Gonzalez F.,4th Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Roddick A.
2.5,1.53,03/09/08,6.0,6.0,6.0,5.0,,Del Potro J.M.,Quarterfinals,Grand Slam,Hard,US Open,7.0,7.0,4.0,7.0,,Murray A.
7.0,1.08,04/09/08,6.0,1.0,4.0,2.0,,Fish M.,Quarterfinals,Grand Slam,Hard,US Open,3.0,6.0,6.0,6.0,,Nadal R.
2.25,1.61,05/09/08,2.0,3.0,6.0,6.0,,Roddick A.,Quarterfinals,Grand Slam,Hard,US Open,6.0,6.0,3.0,7.0,,Djokovic N.
2.1,1.72,06/09/08,3.0,7.0,5.0,2.0,,Djokovic N.,Semifinals,Grand Slam,Hard,US Open,6.0,5.0,7.0,6.0,,Federer R.
1.28,3.75,06/09/08,2.0,6.0,6.0,4.0,,Nadal R.,Semifinals,Grand Slam,Hard,US Open,6.0,7.0,4.0,6.0,,Murray A.
2.75,1.5,08/09/08,2.0,6.0,2.0,,,Murray A.,The Final,Grand Slam,Hard,US Open,6.0,7.0,6.0,,,Federer R.
1.83,1.83,31/08/09,6.0,5.0,0.0,2.0,,Mathieu P.H.,1st Round,Grand Slam,Hard,US Open,2.0,7.0,6.0,6.0,,Youzhny M.
2.5,1.5,31/08/09,0.0,4.0,4.0,,,Seppi A.,1st Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Kohlschreiber P.
2.2,1.61,01/09/09,5.0,6.0,4.0,,,Fognini F.,1st Round,Grand Slam,Hard,US Open,7.0,7.0,6.0,,,Nieminen J.
10.0,1.04,01/09/09,3.0,1.0,3.0,,,Ljubicic I.,1st Round,Grand Slam,Hard,US Open,6.0,6.0,6.0,,,Djokovic N.
